LoanID,PoolID,BorrowerID,ServicerID,ServicerName,OriginationChannel,OriginationDate,CutoffDate,MaturityDate,OriginalLoanAmount,OriginalTerm,RemainingTerm,MonthsOnBook,InterestRate,MonthlyEMI,LoanPurpose,CurrentBalance,ScheduledPaymentDue,LastPaymentAmount,LastPaymentDate,DelinquencyStatus,DelinquencyDays,TotalPaymentsDue,TotalPaymentsMade,Times30DPD_Last12M,Times60DPD_Last12M,Times90DPD_Last12M,VehicleMake,VehicleModel,VehicleYear,VehicleType,IsNewVehicle,OriginalVehicleValue,CurrentVehicleValue,LTV_AtOrigination,LTV_Current,BorrowerAge,EmploymentType,AnnualIncome_INR,DTI_Ratio,CIBIL_Score_Origination,CIBIL_Score_Current,Region,State,IFRS9_Stage,PD_Estimate,LGD_Estimate,EAD,ECL_Provision,IsDefaulted,IsModified,ModificationType,LossAmount,RecoveryAmount,NetLoss,PrepaymentAmount,InsuranceType,HasInsurance
ZAAUTO2024-1-00120,ZAAUTO2024-1,BOR-637544,SVC003,Bajaj Finance Auto,DSA,2023-09-09,2024-10-31,2030-08-03,529600.0,84,71,13,11.65,9250.05,New Vehicle Purchase,411920.43,9250.05,9546.47,2024-10-20,Current,0,13,13,0,0,0,Mahindra,XUV300,2023,MUV,True,861000.0,744591.2,0.6151,0.5668,25,Self-Employed,563000.0,0.1972,716,689,Central,Chhattisgarh,1,0.0244,0.4012,429022.62,4199.82,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00121,ZAAUTO2024-1,BOR-213844,SVC001,HDFC Bank Auto Finance,DSA,2023-11-13,2024-10-31,2026-10-28,2660900.0,36,25,11,9.11,84752.2,New Vehicle Purchase,1769903.7,84752.2,84939.03,2024-10-08,Current,0,11,11,0,0,0,Kia,Seltos,2023,SUV,True,3290000.0,3069798.65,0.8088,0.6198,23,Self-Employed,2757000.0,0.3689,779,782,South,Telangana,1,0.0219,0.6206,1817627.91,24703.64,False,False,,0,0,0,238425.27,Third Party,True
ZAAUTO2024-1-00122,ZAAUTO2024-1,BOR-977857,SVC003,Bajaj Finance Auto,Dealer,2023-12-22,2024-10-31,2030-11-15,2150400.0,84,74,10,13.13,39272.14,New Vehicle Purchase,1962937.18,39272.14,39867.41,2024-10-15,Current,0,10,10,0,0,0,Honda,City,2023,MUV,True,2932000.0,2456984.66,0.7334,0.7608,58,Salaried,1062000.0,0.4438,846,825,North,Punjab,1,0.0185,0.4116,2041875.44,15548.06,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00123,ZAAUTO2024-1,BOR-605904,SVC001,HDFC Bank Auto Finance,Dealer,2024-01-03,2024-10-31,2027-12-13,2570600.0,48,39,9,10.39,65679.57,New Vehicle Purchase,2125305.79,65679.57,62737.47,2024-10-07,Current,0,9,9,0,0,0,Honda,Elevate,2024,SUV,True,3478000.0,3390630.32,0.7391,0.6851,33,Business Owner,2729000.0,0.2888,728,751,West,Goa,1,0.0166,0.4702,2161269.99,16869.4,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00124,ZAAUTO2024-1,BOR-859687,SVC003,Bajaj Finance Auto,Direct,2021-01-11,2024-10-31,2024-12-21,733800.0,48,3,45,10.1,18646.32,New Vehicle Purchase,45465.99,18646.32,1295.44,2024-10-14,90-119 DPD,105,45,39,2,0,0,Hyundai,Venue,2021,Compact SUV,True,1179000.0,572675.56,0.6224,0.0838,49,Professional,3186000.0,0.0702,783,769,Central,Madhya Pradesh,3,0.9087,0.5522,46283.79,23224.47,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00125,ZAAUTO2024-1,BOR-686273,SVC001,HDFC Bank Auto Finance,Online,2022-12-25,2024-10-31,2025-12-09,606800.0,36,14,22,11.35,19966.58,New Vehicle Purchase,238082.89,19966.58,8995.64,2024-10-16,60-89 DPD,68,22,16,0,2,1,Honda,Amaze,2022,Compact SUV,True,717000.0,554886.35,0.8463,0.4512,60,Business Owner,4188000.0,0.0572,707,734,South,Kerala,2,0.1471,0.5939,244926.51,21397.44,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00126,ZAAUTO2024-1,BOR-431067,SVC001,HDFC Bank Auto Finance,Online,2023-07-29,2024-10-31,2027-07-08,694700.0,48,33,15,12.24,18376.08,New Vehicle Purchase,446318.04,18376.08,17888.86,2024-10-16,Current,0,15,15,0,0,0,MG Motor,Gloster,2023,MUV,True,1114000.0,981578.56,0.6236,0.4886,49,Business Owner,643000.0,0.3429,717,698,West,Maharashtra,1,0.0162,0.5738,467077.53,4341.75,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00127,ZAAUTO2024-1,BOR-795650,SVC003,Bajaj Finance Auto,Online,2022-02-28,2024-10-31,2025-02-12,952900.0,36,4,32,13.94,32540.1,New Vehicle Purchase,106023.02,32540.1,31019.05,2024-10-09,Current,0,32,32,0,0,0,Mahindra,XUV700,2022,Compact SUV,True,1092000.0,658373.27,0.8726,0.1576,55,Salaried,1808000.0,0.216,660,671,West,Goa,1,0.0188,0.5751,106702.87,1153.66,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00128,ZAAUTO2024-1,BOR-479167,SVC002,ICICI Auto Loans,DSA,2021-12-24,2024-10-31,2025-12-03,996100.0,48,14,34,10.16,25340.28,New Vehicle Purchase,265866.78,25340.28,26110.85,2024-09-26,Current,0,34,34,0,0,0,MG Motor,Hector,2021,MUV,True,1652000.0,964726.2,0.6029,0.2719,40,Self-Employed,2878000.0,0.1057,710,694,East,Bihar,1,0.0162,0.3893,273522.32,1725.01,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00129,ZAAUTO2024-1,BOR-990649,SVC003,Bajaj Finance Auto,Online,2023-02-20,2024-10-31,2029-01-19,761500.0,72,52,20,11.0,14494.45,New Vehicle Purchase,577104.7,14494.45,13945.45,2024-10-19,Current,0,20,20,0,0,0,Mahindra,XUV700,2023,Sedan,True,1262000.0,973862.39,0.6034,0.6017,56,Business Owner,1920000.0,0.0906,793,815,North,Uttar Pradesh,1,0.0171,0.4581,593191.25,4646.77,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00130,ZAAUTO2024-1,BOR-182216,SVC003,Bajaj Finance Auto,DSA,2024-08-23,2024-10-31,2030-07-23,1469900.0,72,70,2,12.92,29444.9,New Vehicle Purchase,1381966.63,29444.9,9751.89,2024-10-20,1-29 DPD,3,2,1,2,0,0,Volkswagen,Taigun,2024,SUV,True,1759000.0,1838405.05,0.8356,0.805,46,Business Owner,4809000.0,0.0735,692,685,East,Jharkhand,1,0.0173,0.4835,1441585.12,12058.21,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00131,ZAAUTO2024-1,BOR-675074,SVC002,ICICI Auto Loans,Direct,2021-09-14,2024-10-31,2024-08-29,390900.0,36,0,37,7.95,12240.37,New Vehicle Purchase,0,12240.37,12026.41,2024-10-01,Current,0,37,37,0,0,0,Mahindra,Thar,2021,Hatchback,True,529000.0,292194.16,0.739,0.0,28,Salaried,1762000.0,0.0834,671,634,West,Goa,1,0.0156,0.6016,0.0,0.0,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00132,ZAAUTO2024-1,BOR-659713,SVC003,Bajaj Finance Auto,Dealer,2024-01-13,2024-10-31,2030-12-07,724200.0,84,75,9,10.54,12225.6,New Vehicle Purchase,644000.01,12225.6,12589.88,2024-10-17,Current,0,9,9,0,0,0,Kia,Carens,2024,Compact SUV,True,895000.0,845724.25,0.8092,0.8067,41,Business Owner,1599000.0,0.0917,672,678,West,Gujarat,1,0.0223,0.4976,668326.23,7416.07,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00133,ZAAUTO2024-1,BOR-183057,SVC001,HDFC Bank Auto Finance,DSA,2024-01-28,2024-10-31,2029-12-27,811900.0,72,63,9,13.3,16427.0,New Vehicle Purchase,662877.99,16427.0,17198.6,2024-10-30,Current,0,9,9,0,0,0,Toyota,Fortuner,2024,Compact SUV,True,1181000.0,987282.07,0.6875,0.6292,49,Self-Employed,2728000.0,0.0723,806,790,West,Goa,1,0.0214,0.4316,683518.48,6313.14,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00134,ZAAUTO2024-1,BOR-489438,SVC001,HDFC Bank Auto Finance,Dealer,2021-07-29,2024-10-31,2027-06-28,231100.0,72,33,39,9.68,4244.12,Refinance,108030.71,4244.12,4116.45,2024-10-25,Current,0,39,39,0,0,0,Kia,Sonet,2017,Hatchback,False,299000.0,159740.51,0.7728,0.6791,54,Salaried,2593000.0,0.0196,687,644,West,Gujarat,1,0.0257,0.5644,110109.21,1597.14,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00135,ZAAUTO2024-1,BOR-228074,SVC003,Bajaj Finance Auto,DSA,2022-03-03,2024-10-31,2025-02-15,2181600.0,36,5,31,12.71,73202.37,New Vehicle Purchase,297678.41,73202.37,36229.02,2024-10-28,120+ DPD,123,31,27,0,1,0,MG Motor,Astor,2022,SUV,True,3328000.0,1905971.41,0.6555,0.1424,40,Professional,3301000.0,0.2661,700,696,North,Haryana,3,0.9461,0.3965,309150.89,115971.36,False,True,Term Extension,0,0,0,0,Nil,True
ZAAUTO2024-1-00136,ZAAUTO2024-1,BOR-944654,SVC002,ICICI Auto Loans,Online,2024-08-13,2024-10-31,2031-07-08,311400.0,84,82,2,13.02,5668.36,New Vehicle Purchase,308090.93,5668.36,2408.54,2024-10-03,30-59 DPD,52,2,0,1,2,0,Tata Motors,Altroz,2024,Hatchback,True,457000.0,427804.69,0.6814,0.6907,50,Self-Employed,400000.0,0.1701,746,741,South,Andhra Pradesh,2,0.1367,0.4326,320897.49,18976.73,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00137,ZAAUTO2024-1,BOR-750324,SVC001,HDFC Bank Auto Finance,Dealer,2022-06-24,2024-10-31,2025-06-08,742700.0,36,8,28,11.84,24611.55,New Vehicle Purchase,157553.29,24611.55,23878.32,2024-09-30,Current,0,28,28,0,0,0,Volkswagen,Virtus,2022,Compact SUV,True,1117000.0,695943.15,0.6649,0.2124,39,Business Owner,3496000.0,0.0845,787,786,South,Telangana,1,0.0203,0.37,164132.66,1232.8,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00138,ZAAUTO2024-1,BOR-174316,SVC001,HDFC Bank Auto Finance,Dealer,2021-03-07,2024-10-31,2024-02-20,1118000.0,36,0,43,10.06,36106.22,New Vehicle Purchase,0,36106.22,36220.54,2024-10-19,Current,0,43,43,0,0,0,Skoda,Slavia,2021,Compact SUV,True,1386000.0,629651.43,0.8066,0.0,25,Self-Employed,3382000.0,0.1281,670,679,North,Punjab,1,0.024,0.3734,0.0,0.0,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00139,ZAAUTO2024-1,BOR-807256,SVC002,ICICI Auto Loans,Online,2024-09-07,2024-10-31,2027-08-23,1099200.0,36,35,1,12.86,36962.31,New Vehicle Purchase,1054223.15,36962.31,35904.92,2024-09-26,Current,0,1,1,0,0,0,Mahindra,XUV300,2024,Sedan,True,1382000.0,1481789.57,0.7953,0.7721,51,Professional,4449000.0,0.0997,692,665,Central,Chhattisgarh,1,0.0189,0.54,1097770.74,11203.85,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00140,ZAAUTO2024-1,BOR-416503,SVC001,HDFC Bank Auto Finance,Online,2022-06-05,2024-10-31,2027-05-10,490300.0,60,32,28,11.67,10824.87,New Vehicle Purchase,255646.71,10824.87,10899.63,2024-10-18,Current,0,28,28,0,0,0,Toyota,Urban Cruiser,2022,MUV,True,801000.0,556783.53,0.6121,0.4807,24,Business Owner,1545000.0,0.0841,730,682,West,Goa,1,0.0184,0.5246,258624.92,2496.41,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00141,ZAAUTO2024-1,BOR-500080,SVC001,HDFC Bank Auto Finance,Online,2022-10-27,2024-10-31,2027-10-01,1014000.0,60,36,24,7.76,20443.99,New Vehicle Purchase,621329.22,20443.99,21460.81,2024-10-03,Current,0,24,24,0,0,0,MG Motor,Hector,2022,Compact SUV,True,1601000.0,1197555.12,0.6334,0.5451,29,Salaried,1269000.0,0.1933,761,764,North,Haryana,1,0.0205,0.3949,636937.06,5156.29,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00142,ZAAUTO2024-1,BOR-151706,SVC003,Bajaj Finance Auto,Direct,2024-03-24,2024-10-31,2029-02-26,1905200.0,60,53,7,8.08,38703.57,New Vehicle Purchase,1658887.89,38703.57,39368.29,2024-10-04,Current,0,7,7,0,0,0,Volkswagen,Taigun,2024,SUV,True,2923000.0,2605319.69,0.6518,0.6196,57,Professional,1534000.0,0.3028,752,766,East,Odisha,1,0.0169,0.4299,1694559.43,12311.5,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00143,ZAAUTO2024-1,BOR-563690,SVC002,ICICI Auto Loans,Dealer,2022-01-26,2024-10-31,2026-12-31,661900.0,60,27,33,11.81,14660.13,New Vehicle Purchase,312308.08,14660.13,14715.85,2024-10-18,Current,0,33,33,0,0,0,Toyota,Glanza,2022,Hatchback,True,1004000.0,612046.48,0.6592,0.515,33,Professional,511000.0,0.3443,709,684,West,Maharashtra,1,0.0181,0.5913,317072.62,3393.48,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00144,ZAAUTO2024-1,BOR-145594,SVC002,ICICI Auto Loans,Direct,2022-06-14,2024-10-31,2028-05-13,1311700.0,72,44,28,11.58,25358.4,New Vehicle Purchase,801217.09,25358.4,25438.43,2024-10-20,Current,0,28,28,0,0,0,Volkswagen,Virtus,2022,Sedan,True,1573000.0,981568.72,0.8339,0.7671,40,Self-Employed,583000.0,0.522,701,730,West,Maharashtra,1,0.0258,0.5026,829647.83,10758.11,False,True,Payment Deferral,0,0,0,0,Nil,True
ZAAUTO2024-1-00145,ZAAUTO2024-1,BOR-625600,SVC003,Bajaj Finance Auto,Direct,2023-07-27,2024-10-31,2028-06-30,688400.0,60,45,15,9.99,14623.08,Refinance,488083.65,14623.08,14684.84,2024-10-18,Current,0,15,15,0,0,0,Volkswagen,Taigun,2018,SUV,False,1051000.0,888100.8,0.655,0.5663,40,Salaried,2685000.0,0.0654,657,678,West,Maharashtra,1,0.019,0.5219,498491.18,4943.09,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00146,ZAAUTO2024-1,BOR-907455,SVC002,ICICI Auto Loans,DSA,2024-04-04,2024-10-31,2028-03-14,2431700.0,48,42,6,10.51,62271.48,New Vehicle Purchase,2205081.43,62271.48,59822.79,2024-10-20,Current,0,6,6,0,0,0,Volkswagen,Taigun,2024,SUV,True,2659000.0,2233725.89,0.9145,0.8936,31,Self-Employed,1792000.0,0.417,792,810,North,Haryana,1,0.0229,0.5965,2275296.45,31080.21,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00147,ZAAUTO2024-1,BOR-599753,SVC001,HDFC Bank Auto Finance,Direct,2024-06-07,2024-10-31,2027-05-23,649900.0,36,32,4,10.01,20973.5,New Vehicle Purchase,579549.74,20973.5,20952.41,2024-10-11,Current,0,4,4,0,0,0,Skoda,Slavia,2024,Compact SUV,True,954000.0,974829.58,0.6813,0.6381,30,Professional,3646000.0,0.069,745,718,East,Jharkhand,1,0.0231,0.3698,606414.86,5180.23,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00148,ZAAUTO2024-1,BOR-699716,SVC002,ICICI Auto Loans,DSA,2022-05-21,2024-10-31,2027-04-25,1106300.0,60,31,29,10.26,23647.39,New Vehicle Purchase,594949.65,23647.39,8769.95,2024-10-03,Default,140,29,25,3,1,1,Honda,Amaze,2022,Compact SUV,True,1509000.0,903277.56,0.7331,0.6047,62,Salaried,1574000.0,0.1803,660,641,Central,Chhattisgarh,3,0.6799,0.4383,622288.56,185442.1,True,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00149,ZAAUTO2024-1,BOR-847251,SVC003,Bajaj Finance Auto,Direct,2023-10-23,2024-10-31,2029-09-21,632300.0,72,60,12,7.67,10984.66,New Vehicle Purchase,510082.79,10984.66,11383.04,2024-10-21,Current,0,12,12,0,0,0,Hyundai,Venue,2023,Compact SUV,True,849000.0,780351.33,0.7447,0.7019,35,Professional,724000.0,0.1821,732,702,North,Delhi,1,0.0185,0.4642,529676.61,4548.7,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00150,ZAAUTO2024-1,BOR-902575,SVC001,HDFC Bank Auto Finance,Direct,2022-01-02,2024-10-31,2025-12-12,1047900.0,48,15,33,14.22,28751.19,New Vehicle Purchase,294895.41,28751.19,27739.88,2024-10-09,Current,0,33,33,0,0,0,Maruti Suzuki,Dzire,2022,MUV,True,1580000.0,865896.73,0.6632,0.309,40,Salaried,2624000.0,0.1315,789,739,Central,Chhattisgarh,1,0.0246,0.4334,304164.5,3242.89,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00151,ZAAUTO2024-1,BOR-793029,SVC003,Bajaj Finance Auto,Dealer,2021-03-08,2024-10-31,2025-02-15,292400.0,48,5,43,8.63,7225.12,New Vehicle Purchase,28711.76,7225.12,7015.48,2024-10-18,Current,0,43,43,0,0,0,Skoda,Slavia,2021,Hatchback,True,392000.0,193979.95,0.7459,0.1513,63,Self-Employed,4842000.0,0.0179,841,865,West,Maharashtra,1,0.0175,0.3904,29708.95,202.97,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00152,ZAAUTO2024-1,BOR-372273,SVC001,HDFC Bank Auto Finance,Direct,2021-08-12,2024-10-31,2026-07-17,1632400.0,60,22,38,10.49,35078.56,New Vehicle Purchase,614809.0,35078.56,5958.81,2024-10-19,1-29 DPD,29,38,37,0,0,0,Skoda,Kushaq,2021,Compact SUV,True,1727000.0,975191.75,0.9452,0.6544,58,Business Owner,3303000.0,0.1274,777,793,East,Jharkhand,1,0.0236,0.6497,627536.81,9621.97,False,True,Payment Deferral,0,0,0,0,Nil,True
ZAAUTO2024-1-00153,ZAAUTO2024-1,BOR-745915,SVC002,ICICI Auto Loans,Dealer,2022-06-06,2024-10-31,2027-05-11,635900.0,60,32,28,9.89,13476.6,New Vehicle Purchase,342083.51,13476.6,13580.91,2024-10-10,Current,0,28,28,0,0,0,Hyundai,i20,2022,Compact SUV,True,1056000.0,743189.88,0.6021,0.4879,25,Self-Employed,1212000.0,0.1334,736,747,East,West Bengal,1,0.024,0.4398,354483.42,3741.64,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00154,ZAAUTO2024-1,BOR-508489,SVC001,HDFC Bank Auto Finance,Dealer,2022-12-26,2024-10-31,2029-11-19,466600.0,84,62,22,13.4,8590.17,New Vehicle Purchase,339452.22,8590.17,8938.03,2024-10-22,Current,0,22,22,0,0,0,Hyundai,Venue,2022,Hatchback,True,638000.0,440474.66,0.7313,0.7229,34,Salaried,2354000.0,0.0438,830,820,North,Punjab,1,0.0185,0.3612,342882.36,2291.21,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00155,ZAAUTO2024-1,BOR-859767,SVC001,HDFC Bank Auto Finance,Online,2023-09-18,2024-10-31,2030-08-12,1063900.0,84,71,13,12.24,18917.57,New Vehicle Purchase,827225.79,18917.57,10156.83,2024-10-14,60-89 DPD,79,13,11,0,2,2,Volkswagen,Virtus,2023,Sedan,True,1677000.0,1316118.55,0.6344,0.5845,25,Professional,2122000.0,0.107,783,747,North,Punjab,2,0.13,0.413,835521.02,44859.12,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00156,ZAAUTO2024-1,BOR-838568,SVC001,HDFC Bank Auto Finance,DSA,2022-07-15,2024-10-31,2027-06-19,850500.0,60,33,27,11.35,18640.73,New Vehicle Purchase,440016.21,18640.73,18857.55,2024-10-12,Current,0,27,27,0,0,0,Hyundai,Creta,2022,Compact SUV,True,1265000.0,826464.09,0.6723,0.5146,42,Self-Employed,1105000.0,0.2024,729,757,West,Goa,1,0.0187,0.5614,459625.0,4825.23,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00157,ZAAUTO2024-1,BOR-775721,SVC001,HDFC Bank Auto Finance,Online,2022-02-10,2024-10-31,2028-01-10,1475700.0,72,40,32,8.18,26003.69,New Vehicle Purchase,776020.42,26003.69,2141.29,2024-10-25,60-89 DPD,82,32,28,3,1,0,Volkswagen,Taigun,2022,MUV,True,2333000.0,1387078.5,0.6325,0.54,53,Professional,1389000.0,0.2247,707,675,Central,Chhattisgarh,2,0.1185,0.6037,786972.29,56298.78,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00158,ZAAUTO2024-1,BOR-502460,SVC003,Bajaj Finance Auto,DSA,2024-08-23,2024-10-31,2028-08-02,1636300.0,48,46,2,11.34,42561.71,New Vehicle Purchase,1636300.0,42561.71,40896.46,2024-10-07,Current,0,2,2,0,0,0,Hyundai,i20,2024,MUV,True,2394000.0,2255890.35,0.6835,0.7003,26,Business Owner,3654000.0,0.1398,760,765,Central,Chhattisgarh,1,0.0179,0.3793,1672725.37,11356.92,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00159,ZAAUTO2024-1,BOR-574978,SVC003,Bajaj Finance Auto,DSA,2024-08-13,2024-10-31,2027-07-29,1687500.0,36,34,2,12.8,56696.12,New Vehicle Purchase,1592366.96,56696.12,53866.1,2024-09-26,Current,0,2,2,0,0,0,Maruti Suzuki,Baleno,2024,Sedan,True,1842000.0,1913121.54,0.9161,0.8857,56,Business Owner,3143000.0,0.2165,700,676,West,Gujarat,1,0.0242,0.6058,1597335.99,23417.52,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00160,ZAAUTO2024-1,BOR-556329,SVC001,HDFC Bank Auto Finance,Direct,2023-01-06,2024-10-31,2027-12-11,971100.0,60,39,21,12.48,21837.87,New Vehicle Purchase,606537.59,21837.87,22505.98,2024-10-02,Current,0,21,21,0,0,0,Hyundai,i20,2023,Sedan,True,1204000.0,971483.44,0.8066,0.6735,57,Self-Employed,3414000.0,0.0768,771,738,South,Telangana,1,0.0227,0.496,619782.4,6978.25,False,True,Payment Deferral,0,0,0,0,Nil,True
ZAAUTO2024-1-00161,ZAAUTO2024-1,BOR-733941,SVC001,HDFC Bank Auto Finance,Direct,2024-05-22,2024-10-31,2030-04-21,1035200.0,72,67,5,9.99,19172.73,New Vehicle Purchase,893826.19,19172.73,1199.98,2024-10-26,60-89 DPD,61,5,1,0,2,1,Honda,Elevate,2024,Compact SUV,True,1167000.0,1041084.77,0.887,0.8148,22,Professional,4280000.0,0.0538,710,724,West,Gujarat,2,0.1366,0.5079,932231.7,64677.43,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00162,ZAAUTO2024-1,BOR-576089,SVC002,ICICI Auto Loans,Dealer,2024-07-15,2024-10-31,2029-06-19,645700.0,60,57,3,11.25,14119.72,New Vehicle Purchase,553065.7,14119.72,14295.25,2024-10-13,Current,0,3,3,0,0,0,Hyundai,Grand i10,2024,Compact SUV,True,1044000.0,1003348.48,0.6185,0.5495,54,Professional,2998000.0,0.0565,734,737,West,Gujarat,1,0.0216,0.5234,568907.16,6431.75,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00163,ZAAUTO2024-1,BOR-216968,SVC001,HDFC Bank Auto Finance,Direct,2021-09-17,2024-10-31,2026-08-22,1207800.0,60,23,37,13.51,27797.51,New Vehicle Purchase,417677.38,27797.51,5291.48,2024-10-03,1-29 DPD,9,37,36,0,0,0,Volkswagen,Taigun,2021,SUV,True,1481000.0,860655.16,0.8155,0.5072,63,Self-Employed,4578000.0,0.0729,839,808,East,Bihar,1,0.0211,0.5965,435170.01,5477.12,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00164,ZAAUTO2024-1,BOR-599365,SVC002,ICICI Auto Loans,DSA,2021-12-09,2024-10-31,2024-11-23,655800.0,36,2,34,7.87,20511.08,New Vehicle Purchase,35325.84,20511.08,20737.7,2024-10-14,Current,0,34,34,0,0,0,Mahindra,XUV300,2021,SUV,True,947000.0,542119.75,0.6925,0.063,43,Professional,3807000.0,0.0647,842,860,South,Kerala,1,0.0221,0.6385,36532.0,515.5,False,False,,0,0,0,56469.8,Third Party,True
ZAAUTO2024-1-00165,ZAAUTO2024-1,BOR-304394,SVC002,ICICI Auto Loans,Direct,2022-07-01,2024-10-31,2026-06-10,1710300.0,48,21,27,12.64,45578.06,New Vehicle Purchase,739508.12,45578.06,7905.96,2024-10-24,1-29 DPD,1,27,26,1,0,0,Hyundai,i20,2022,MUV,True,2045000.0,1439949.44,0.8364,0.5349,57,Business Owner,4970000.0,0.11,730,750,North,Delhi,1,0.0144,0.5358,741611.35,5721.92,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00166,ZAAUTO2024-1,BOR-389809,SVC001,HDFC Bank Auto Finance,DSA,2021-09-03,2024-10-31,2024-08-18,904900.0,36,0,37,11.97,30042.66,Refinance,0,30042.66,28859.73,2024-10-03,Current,0,37,37,0,0,0,Hyundai,Aura,2016,Sedan,False,1314000.0,762057.61,0.6887,0.0,52,Business Owner,4035000.0,0.0893,720,677,East,Jharkhand,1,0.0161,0.4976,0.0,0.0,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00167,ZAAUTO2024-1,BOR-834061,SVC002,ICICI Auto Loans,Dealer,2021-07-31,2024-10-31,2024-07-15,458200.0,36,0,39,12.15,15251.64,Used Vehicle Purchase,0,15251.64,16009.67,2024-10-26,Current,0,39,39,0,0,0,Maruti Suzuki,Baleno,2018,MUV,False,553000.0,286273.62,0.8285,0.0,46,Professional,3001000.0,0.061,781,793,East,Jharkhand,1,0.0208,0.6305,0.0,0.0,False,True,Payment Deferral,0,0,0,0,Nil,True
ZAAUTO2024-1-00168,ZAAUTO2024-1,BOR-413388,SVC003,Bajaj Finance Auto,Online,2022-11-28,2024-10-31,2025-11-12,1687000.0,36,13,23,14.27,57879.14,New Vehicle Purchase,608652.33,57879.14,55309.62,2024-10-29,Current,0,23,23,0,0,0,Hyundai,Verna,2022,SUV,True,2549000.0,1810599.4,0.6618,0.3298,47,Salaried,1334000.0,0.5207,671,701,East,Odisha,1,0.02,0.6395,633356.86,8100.63,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00169,ZAAUTO2024-1,BOR-785592,SVC003,Bajaj Finance Auto,Dealer,2022-03-10,2024-10-31,2025-02-22,693600.0,36,5,31,7.76,21658.19,New Vehicle Purchase,88745.98,21658.19,21498.38,2024-10-06,Current,0,31,31,0,0,0,Volkswagen,Virtus,2022,Compact SUV,True,864000.0,523518.26,0.8028,0.1636,25,Professional,4564000.0,0.0569,808,763,South,Tamil Nadu,1,0.0238,0.3819,90951.95,826.68,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00170,ZAAUTO2024-1,BOR-894348,SVC001,HDFC Bank Auto Finance,Online,2024-03-25,2024-10-31,2029-02-27,1348700.0,60,53,7,7.94,27308.06,New Vehicle Purchase,1121162.0,27308.06,5919.29,2024-10-03,60-89 DPD,63,7,4,0,1,0,Volkswagen,Taigun,2024,Sedan,True,1670000.0,1502806.51,0.8076,0.7329,48,Self-Employed,3573000.0,0.0917,791,762,East,Odisha,2,0.114,0.5922,1164470.4,78614.33,False,True,Term Extension,0,0,0,0,Nil,True
