SnapshotDate,LoanID,PoolID,DPD_Days,DPD_Bucket,DPD_Bucket_Prior,CurrentBalance,AmountOverdue,EMIsOverdue,LastPaymentDate,LastPaymentAmount,CureFlag,RollFlag,RepossessionFlag,WriteOffFlag,RBI_SMA_Class,ConsecutiveMonthsDelinquent,TransitionType
2024-10-30,ZAAUTO2024-1-00073,ZAAUTO2024-1,0,Current,Current,540473.03,0,0,2024-10-26,24525.84,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00074,ZAAUTO2024-1,0,Current,Current,2104179.64,0,0,2023-12-23,66700.55,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00074,ZAAUTO2024-1,0,Current,Current,2138113.01,0,0,2024-01-28,65766.79,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00074,ZAAUTO2024-1,0,Current,Current,2013501.38,0,0,2024-02-18,69257.64,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00074,ZAAUTO2024-1,0,Current,Current,2090648.92,0,0,2024-03-13,75274.53,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00074,ZAAUTO2024-1,0,Current,Current,1942779.67,0,0,2024-04-09,67662.17,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00074,ZAAUTO2024-1,0,Current,Current,1953800.64,0,0,2024-05-01,68635.74,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00074,ZAAUTO2024-1,0,Current,Current,1918984.49,0,0,2024-04-30,74414.63,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00074,ZAAUTO2024-1,21,1-29 DPD,Current,1953903.52,72956.6,1,2024-06-20,4948.93,False,Worse,False,False,SMA-0,1,Roll
2024-07-30,ZAAUTO2024-1-00074,ZAAUTO2024-1,0,Current,1-29 DPD,1894794.14,0,0,2024-07-27,76402.73,True,Better,False,False,Standard,0,Cure
2024-08-30,ZAAUTO2024-1-00074,ZAAUTO2024-1,0,Current,Current,1880688.22,0,0,2024-08-24,70213.74,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00074,ZAAUTO2024-1,0,Current,Current,1814413.04,0,0,2024-09-02,67644.56,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00074,ZAAUTO2024-1,0,Current,Current,1754684.47,0,0,2024-10-08,72351.33,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00075,ZAAUTO2024-1,0,Current,Current,1849869.82,0,0,2023-11-27,73276.1,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00075,ZAAUTO2024-1,0,Current,Current,1780517.1,0,0,2024-01-16,75553.87,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00075,ZAAUTO2024-1,0,Current,Current,1760049.58,0,0,2024-02-07,70586.21,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00075,ZAAUTO2024-1,0,Current,Current,1730085.65,0,0,2024-03-24,69652.31,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00075,ZAAUTO2024-1,0,Current,Current,1702421.41,0,0,2024-03-31,68709.25,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00075,ZAAUTO2024-1,0,Current,Current,1664215.04,0,0,2024-05-06,66575.18,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00075,ZAAUTO2024-1,0,Current,Current,1649202.45,0,0,2024-05-27,65091.69,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00075,ZAAUTO2024-1,0,Current,Current,1628771.64,0,0,2024-05-29,74156.57,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00075,ZAAUTO2024-1,0,Current,Current,1586900.62,0,0,2024-07-20,65776.22,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00075,ZAAUTO2024-1,0,Current,Current,1515474.46,0,0,2024-08-15,68548.41,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00075,ZAAUTO2024-1,0,Current,Current,1461157.61,0,0,2024-08-29,67376.99,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00075,ZAAUTO2024-1,0,Current,Current,1467546.64,0,0,2024-10-05,73812.88,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00076,ZAAUTO2024-1,0,Current,Current,1144921.31,0,0,2023-12-25,48031.04,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00076,ZAAUTO2024-1,0,Current,Current,1155685.57,0,0,2024-01-11,48726.4,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00076,ZAAUTO2024-1,0,Current,Current,1101633.26,0,0,2024-01-30,49152.45,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00076,ZAAUTO2024-1,12,1-29 DPD,Current,1099537.45,47146.22,1,2024-03-16,23883.83,False,Worse,False,False,SMA-0,1,Roll
2024-04-30,ZAAUTO2024-1-00076,ZAAUTO2024-1,11,1-29 DPD,1-29 DPD,1057108.98,47146.22,1,2024-03-31,20272.63,False,Same,False,False,SMA-0,2,Static
2024-05-30,ZAAUTO2024-1-00076,ZAAUTO2024-1,0,Current,1-29 DPD,1020515.02,0,0,2024-05-02,43237.96,True,Better,False,False,Standard,0,Cure
2024-05-30,ZAAUTO2024-1-00076,ZAAUTO2024-1,0,Current,Current,1027028.43,0,0,2024-05-16,42447.13,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00076,ZAAUTO2024-1,0,Current,Current,976206.98,0,0,2024-06-12,46304.83,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00076,ZAAUTO2024-1,0,Current,Current,955636.59,0,0,2024-07-24,42755.34,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00076,ZAAUTO2024-1,0,Current,Current,919708.33,0,0,2024-08-22,48243.59,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00076,ZAAUTO2024-1,0,Current,Current,935970.61,0,0,2024-09-04,43188.02,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00076,ZAAUTO2024-1,20,1-29 DPD,Current,878624.29,47146.22,1,2024-10-23,26313.71,False,Worse,False,False,SMA-0,1,Roll
2023-12-30,ZAAUTO2024-1-00077,ZAAUTO2024-1,0,Current,Current,713448.88,0,0,2023-11-28,15617.06,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00077,ZAAUTO2024-1,0,Current,Current,694536.6,0,0,2023-12-28,17148.51,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00077,ZAAUTO2024-1,0,Current,Current,686270.65,0,0,2024-02-01,17409.7,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00077,ZAAUTO2024-1,0,Current,Current,671958.65,0,0,2024-02-27,17262.73,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00077,ZAAUTO2024-1,0,Current,Current,681158.17,0,0,2024-04-19,17133.95,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00077,ZAAUTO2024-1,0,Current,Current,633763.64,0,0,2024-05-06,16948.18,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00077,ZAAUTO2024-1,0,Current,Current,644873.89,0,0,2024-05-10,16557.64,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00077,ZAAUTO2024-1,0,Current,Current,623978.51,0,0,2024-06-15,15970.81,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00077,ZAAUTO2024-1,0,Current,Current,638593.29,0,0,2024-07-12,16427.13,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00077,ZAAUTO2024-1,0,Current,Current,591492.06,0,0,2024-08-04,16808.17,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00077,ZAAUTO2024-1,0,Current,Current,612784.48,0,0,2024-08-29,16035.26,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00077,ZAAUTO2024-1,0,Current,Current,593879.76,0,0,2024-10-10,17086.55,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00078,ZAAUTO2024-1,0,Current,Current,465327.49,0,0,2023-12-10,24846.54,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00078,ZAAUTO2024-1,25,1-29 DPD,Current,443001.43,24684.78,1,2023-12-31,8631.87,False,Worse,False,False,SMA-0,1,Roll
2024-02-28,ZAAUTO2024-1-00078,ZAAUTO2024-1,22,1-29 DPD,1-29 DPD,442932.92,24684.78,1,2024-01-25,4234.84,False,Same,False,False,SMA-0,2,Static
2024-03-30,ZAAUTO2024-1-00078,ZAAUTO2024-1,28,1-29 DPD,1-29 DPD,422784.57,24684.78,1,2024-03-30,7742.08,False,Same,False,False,SMA-0,3,Static
2024-04-30,ZAAUTO2024-1-00078,ZAAUTO2024-1,0,Current,1-29 DPD,399881.01,0,0,2024-04-21,22412.79,True,Better,False,False,Standard,0,Cure
2024-05-30,ZAAUTO2024-1-00078,ZAAUTO2024-1,0,Current,Current,389871.53,0,0,2024-05-13,24994.02,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00078,ZAAUTO2024-1,0,Current,Current,381841.56,0,0,2024-05-12,24746.7,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00078,ZAAUTO2024-1,0,Current,Current,370435.16,0,0,2024-06-27,24773.38,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00078,ZAAUTO2024-1,0,Current,Current,363328.66,0,0,2024-06-26,22335.92,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00078,ZAAUTO2024-1,0,Current,Current,365385.88,0,0,2024-08-24,24497.58,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00078,ZAAUTO2024-1,0,Current,Current,350440.61,0,0,2024-08-26,25418.57,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00078,ZAAUTO2024-1,0,Current,Current,340604.8,0,0,2024-09-25,23656.24,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00079,ZAAUTO2024-1,0,Current,Current,592061.31,0,0,2023-12-18,26635.79,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00079,ZAAUTO2024-1,25,1-29 DPD,Current,581454.19,26821.28,1,2024-01-02,13356.73,False,Worse,False,False,SMA-0,1,Roll
2024-02-28,ZAAUTO2024-1-00079,ZAAUTO2024-1,0,Current,1-29 DPD,568019.2,0,0,2024-02-05,27177.1,True,Better,False,False,Standard,0,Cure
2024-03-30,ZAAUTO2024-1-00079,ZAAUTO2024-1,0,Current,Current,538607.81,0,0,2024-03-18,27261.74,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00079,ZAAUTO2024-1,0,Current,Current,538994.32,0,0,2024-04-12,25944.82,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00079,ZAAUTO2024-1,0,Current,Current,524136.51,0,0,2024-05-26,24891.39,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00079,ZAAUTO2024-1,0,Current,Current,480277.5,0,0,2024-04-28,24619.34,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00079,ZAAUTO2024-1,0,Current,Current,461064.73,0,0,2024-06-13,26378.46,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00079,ZAAUTO2024-1,0,Current,Current,449438.36,0,0,2024-07-14,24161.86,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00079,ZAAUTO2024-1,0,Current,Current,445453.29,0,0,2024-08-21,24299.84,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00079,ZAAUTO2024-1,0,Current,Current,444613.36,0,0,2024-09-27,27251.74,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00079,ZAAUTO2024-1,0,Current,Current,420129.1,0,0,2024-10-11,26112.73,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00080,ZAAUTO2024-1,0,Current,Current,326330.17,0,0,2023-12-17,22536.87,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00080,ZAAUTO2024-1,0,Current,Current,319159.44,0,0,2024-01-12,21032.16,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00080,ZAAUTO2024-1,0,Current,Current,318771.39,0,0,2024-01-26,21899.4,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00080,ZAAUTO2024-1,0,Current,Current,304581.68,0,0,2024-03-30,20681.34,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00080,ZAAUTO2024-1,0,Current,Current,290160.38,0,0,2024-04-15,23352.53,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00080,ZAAUTO2024-1,0,Current,Current,285772.63,0,0,2024-05-15,23536.53,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00080,ZAAUTO2024-1,0,Current,Current,277142.48,0,0,2024-05-10,21583.21,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00080,ZAAUTO2024-1,0,Current,Current,269255.23,0,0,2024-06-23,21598.44,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00080,ZAAUTO2024-1,0,Current,Current,254541.08,0,0,2024-07-12,20376.89,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00080,ZAAUTO2024-1,46,30-59 DPD,Current,249510.1,22548.14,1,2024-08-07,6958.03,False,Worse,False,False,SMA-1,1,Roll
2024-09-30,ZAAUTO2024-1-00080,ZAAUTO2024-1,46,30-59 DPD,30-59 DPD,233131.97,22548.14,1,2024-09-28,4010.42,False,Same,False,False,SMA-1,2,Static
2024-10-30,ZAAUTO2024-1-00080,ZAAUTO2024-1,50,30-59 DPD,30-59 DPD,219250.5,22548.14,1,2024-09-28,1114.04,False,Same,False,False,SMA-1,3,Static
2023-12-30,ZAAUTO2024-1-00081,ZAAUTO2024-1,0,Current,Current,881150.01,0,0,2023-12-03,19441.69,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00081,ZAAUTO2024-1,0,Current,Current,873305.87,0,0,2024-01-21,17619.93,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00081,ZAAUTO2024-1,0,Current,Current,845480.82,0,0,2024-02-26,17806.46,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00081,ZAAUTO2024-1,0,Current,Current,792529.52,0,0,2024-03-14,19182.89,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00081,ZAAUTO2024-1,0,Current,Current,808546.87,0,0,2024-04-16,20215.15,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00081,ZAAUTO2024-1,0,Current,Current,784883.34,0,0,2024-05-02,19393.88,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00081,ZAAUTO2024-1,0,Current,Current,772183.72,0,0,2024-05-29,18689.77,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00081,ZAAUTO2024-1,0,Current,Current,741022.72,0,0,2024-06-30,19426.66,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00081,ZAAUTO2024-1,20,1-29 DPD,Current,724289.56,19500.5,1,2024-07-28,8200.53,False,Worse,False,False,SMA-0,1,Roll
2024-08-30,ZAAUTO2024-1-00081,ZAAUTO2024-1,3,1-29 DPD,1-29 DPD,725882.42,19500.5,1,2024-07-29,1241.82,False,Same,False,False,SMA-0,2,Static
2024-09-30,ZAAUTO2024-1-00081,ZAAUTO2024-1,0,Current,1-29 DPD,733766.46,0,0,2024-09-11,19324.7,True,Better,False,False,Standard,0,Cure
2024-10-30,ZAAUTO2024-1-00081,ZAAUTO2024-1,0,Current,Current,693967.35,0,0,2024-10-02,18666.11,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00082,ZAAUTO2024-1,0,Current,Current,1269755.23,0,0,2023-12-07,52472.95,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00082,ZAAUTO2024-1,0,Current,Current,1165094.05,0,0,2023-12-26,46318.51,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00082,ZAAUTO2024-1,0,Current,Current,1146360.09,0,0,2024-02-03,49303.49,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00082,ZAAUTO2024-1,0,Current,Current,1199805.88,0,0,2024-03-11,46836.49,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00082,ZAAUTO2024-1,0,Current,Current,1160360.66,0,0,2024-04-08,46849.19,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00082,ZAAUTO2024-1,0,Current,Current,1150956.11,0,0,2024-04-28,46326.66,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00082,ZAAUTO2024-1,0,Current,Current,1072000.7,0,0,2024-05-14,46717.88,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00082,ZAAUTO2024-1,0,Current,Current,1050215.59,0,0,2024-06-27,51673.46,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00082,ZAAUTO2024-1,0,Current,Current,1084807.54,0,0,2024-06-25,48731.14,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00082,ZAAUTO2024-1,0,Current,Current,1034025.52,0,0,2024-08-12,50318.14,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00082,ZAAUTO2024-1,0,Current,Current,990444.19,0,0,2024-09-18,50724.69,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00082,ZAAUTO2024-1,0,Current,Current,985331.49,0,0,2024-10-09,47945.81,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00083,ZAAUTO2024-1,0,Current,Current,527587.47,0,0,2023-12-03,21355.68,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00083,ZAAUTO2024-1,0,Current,Current,494748.72,0,0,2024-01-16,23237.47,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00083,ZAAUTO2024-1,0,Current,Current,491380.61,0,0,2024-02-11,23680.3,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00083,ZAAUTO2024-1,0,Current,Current,459361.39,0,0,2024-03-09,23811.08,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00083,ZAAUTO2024-1,0,Current,Current,455518.95,0,0,2024-04-08,23454.08,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00083,ZAAUTO2024-1,0,Current,Current,441422.51,0,0,2024-05-24,21380.37,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00083,ZAAUTO2024-1,0,Current,Current,430173.57,0,0,2024-05-13,23744.7,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00083,ZAAUTO2024-1,0,Current,Current,401503.58,0,0,2024-05-27,21451.9,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00083,ZAAUTO2024-1,0,Current,Current,403743.56,0,0,2024-07-26,23290.19,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00083,ZAAUTO2024-1,0,Current,Current,392910.57,0,0,2024-07-29,22958.53,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00083,ZAAUTO2024-1,0,Current,Current,375527.82,0,0,2024-09-05,23434.81,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00083,ZAAUTO2024-1,36,30-59 DPD,Current,362649.82,23079.84,1,2024-09-25,3608.99,False,Worse,False,False,SMA-1,1,Roll
2023-12-30,ZAAUTO2024-1-00084,ZAAUTO2024-1,0,Current,Current,607116.31,0,0,2023-12-30,14113.09,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00084,ZAAUTO2024-1,0,Current,Current,617679.09,0,0,2024-01-20,14313.32,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00084,ZAAUTO2024-1,0,Current,Current,577355.46,0,0,2024-02-18,13088.86,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00084,ZAAUTO2024-1,0,Current,Current,600789.69,0,0,2024-03-21,14268.23,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00084,ZAAUTO2024-1,0,Current,Current,571278.59,0,0,2024-04-08,12795.0,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00084,ZAAUTO2024-1,0,Current,Current,572111.5,0,0,2024-05-16,12842.54,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00084,ZAAUTO2024-1,0,Current,Current,546283.76,0,0,2024-05-28,14125.6,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00084,ZAAUTO2024-1,0,Current,Current,541813.3,0,0,2024-06-07,13531.46,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00084,ZAAUTO2024-1,0,Current,Current,546616.51,0,0,2024-07-28,12793.91,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00084,ZAAUTO2024-1,0,Current,Current,526071.15,0,0,2024-08-24,14200.06,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00084,ZAAUTO2024-1,0,Current,Current,511077.0,0,0,2024-09-13,14477.84,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00084,ZAAUTO2024-1,0,Current,Current,491616.82,0,0,2024-09-26,13917.12,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00085,ZAAUTO2024-1,0,Current,Current,933499.76,0,0,2023-12-30,38497.15,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00085,ZAAUTO2024-1,0,Current,Current,874414.7,0,0,2024-01-20,36887.56,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00085,ZAAUTO2024-1,0,Current,Current,881310.18,0,0,2024-02-11,36778.18,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00085,ZAAUTO2024-1,0,Current,Current,844150.3,0,0,2024-03-07,39090.33,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00085,ZAAUTO2024-1,27,1-29 DPD,Current,823365.0,39473.1,1,2024-04-16,9819.65,False,Worse,False,False,SMA-0,1,Roll
2024-05-30,ZAAUTO2024-1-00085,ZAAUTO2024-1,0,Current,1-29 DPD,819274.89,0,0,2024-05-23,38376.83,True,Better,False,False,Standard,0,Cure
2024-05-30,ZAAUTO2024-1-00085,ZAAUTO2024-1,0,Current,Current,811017.48,0,0,2024-05-17,39023.84,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00085,ZAAUTO2024-1,0,Current,Current,803522.22,0,0,2024-06-04,35658.69,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00085,ZAAUTO2024-1,0,Current,Current,752895.89,0,0,2024-07-20,36323.49,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00085,ZAAUTO2024-1,0,Current,Current,761804.18,0,0,2024-08-21,35856.84,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00085,ZAAUTO2024-1,0,Current,Current,731297.39,0,0,2024-09-19,38584.8,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00085,ZAAUTO2024-1,0,Current,Current,722155.45,0,0,2024-10-29,40727.41,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00086,ZAAUTO2024-1,0,Current,Current,256467.62,0,0,2023-11-28,8632.22,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00086,ZAAUTO2024-1,0,Current,Current,248524.13,0,0,2024-01-09,9538.68,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00086,ZAAUTO2024-1,0,Current,Current,239199.97,0,0,2024-02-24,8584.4,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00086,ZAAUTO2024-1,0,Current,Current,228637.31,0,0,2024-03-24,8290.55,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00086,ZAAUTO2024-1,0,Current,Current,223817.76,0,0,2024-03-29,9210.75,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00086,ZAAUTO2024-1,0,Current,Current,221421.93,0,0,2024-05-24,8512.2,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00086,ZAAUTO2024-1,0,Current,Current,215318.84,0,0,2024-05-28,9477.23,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00086,ZAAUTO2024-1,0,Current,Current,202739.31,0,0,2024-06-23,8396.14,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00086,ZAAUTO2024-1,0,Current,Current,197442.4,0,0,2024-06-26,9408.01,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00086,ZAAUTO2024-1,0,Current,Current,193482.99,0,0,2024-08-03,8987.08,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00086,ZAAUTO2024-1,0,Current,Current,179449.45,0,0,2024-09-28,9229.04,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00086,ZAAUTO2024-1,0,Current,Current,173182.52,0,0,2024-09-30,9355.7,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00087,ZAAUTO2024-1,0,Current,Current,505800.0,0,0,2023-12-04,9855.65,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00087,ZAAUTO2024-1,0,Current,Current,502335.32,0,0,2024-01-30,10359.92,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00087,ZAAUTO2024-1,0,Current,Current,499222.29,0,0,2024-02-28,10040.27,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00087,ZAAUTO2024-1,0,Current,Current,495099.8,0,0,2024-03-10,10093.53,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00087,ZAAUTO2024-1,0,Current,Current,484283.69,0,0,2024-04-03,10475.81,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00087,ZAAUTO2024-1,0,Current,Current,482147.77,0,0,2024-04-26,10116.7,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00087,ZAAUTO2024-1,0,Current,Current,478652.31,0,0,2024-05-13,11011.64,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00087,ZAAUTO2024-1,0,Current,Current,472326.06,0,0,2024-06-17,10100.43,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00087,ZAAUTO2024-1,0,Current,Current,477765.16,0,0,2024-06-30,9731.09,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00087,ZAAUTO2024-1,0,Current,Current,462782.38,0,0,2024-07-31,9849.31,False,Same,False,False,Standard,0,Static
